"no","ingredients","cnt","total","ratio","filename"
1149,"scallops",49,535670,9.14742285362257e-05,"train_test"
1150,"tamarind concentrate",49,535670,9.14742285362257e-05,"train_test"
1151,"crushed pineapple",49,535670,9.14742285362257e-05,"train_test"
1152,"Belgian endive",49,535670,9.14742285362257e-05,"train_test"
1153,"ear of corn",49,535670,9.14742285362257e-05,"train_test"
1154,"yams",49,535670,9.14742285362257e-05,"train_test"
1155,"fillet red snapper",49,535670,9.14742285362257e-05,"train_test"
1156,"lemon peel",49,535670,9.14742285362257e-05,"train_test"
1157,"blueberries",49,535670,9.14742285362257e-05,"train_test"
1158,"gnocchi",48,535670,8.96074075456904e-05,"train_test"
1159,"naan",48,535670,8.96074075456904e-05,"train_test"
1160,"fenugreek",48,535670,8.96074075456904e-05,"train_test"
1161,"grate lime peel",48,535670,8.96074075456904e-05,"train_test"
1162,"cooked brown rice",48,535670,8.96074075456904e-05,"train_test"
1163,"basil pesto sauce",48,535670,8.96074075456904e-05,"train_test"
1164,"dark corn syrup",48,535670,8.96074075456904e-05,"train_test"
1165,"baby corn",48,535670,8.96074075456904e-05,"train_test"
1166,"orange flower water",48,535670,8.96074075456904e-05,"train_test"
1167,"triple sec",48,535670,8.96074075456904e-05,"train_test"
1168,"pork roast",48,535670,8.96074075456904e-05,"train_test"
1169,"corn tortilla chips",48,535670,8.96074075456904e-05,"train_test"
1170,"liqueur",48,535670,8.96074075456904e-05,"train_test"
1171,"boneless chicken",48,535670,8.96074075456904e-05,"train_test"
1172,"grated carrot",48,535670,8.96074075456904e-05,"train_test"
1173,"prepared mustard",48,535670,8.96074075456904e-05,"train_test"
1174,"chees fresco queso",47,535670,8.77405865551552e-05,"train_test"
1175,"wasabi paste",47,535670,8.77405865551552e-05,"train_test"
1176,"bone in chicken thighs",47,535670,8.77405865551552e-05,"train_test"
1177,"crema",47,535670,8.77405865551552e-05,"train_test"
1178,"steamed white rice",47,535670,8.77405865551552e-05,"train_test"
1179,"tapioca starch",47,535670,8.77405865551552e-05,"train_test"
1180,"onion tops",47,535670,8.77405865551552e-05,"train_test"
1181,"brie cheese",47,535670,8.77405865551552e-05,"train_test"
1182,"tamarind",47,535670,8.77405865551552e-05,"train_test"
1183,"berries",47,535670,8.77405865551552e-05,"train_test"
1184,"cream of mushroom soup",47,535670,8.77405865551552e-05,"train_test"
1185,"mushroom caps",47,535670,8.77405865551552e-05,"train_test"
1186,"gai lan",47,535670,8.77405865551552e-05,"train_test"
1187,"beef sirloin",47,535670,8.77405865551552e-05,"train_test"
1188,"watermelon",47,535670,8.77405865551552e-05,"train_test"
1189,"neutral oil",47,535670,8.77405865551552e-05,"train_test"
1190,"chile de arbol",47,535670,8.77405865551552e-05,"train_test"
1191,"celery root",47,535670,8.77405865551552e-05,"train_test"
1192,"allspice berries",46,535670,8.587376556462e-05,"train_test"
1193,"pitted olives",46,535670,8.587376556462e-05,"train_test"
1194,"sprinkles",46,535670,8.587376556462e-05,"train_test"
1195,"fresh peas",46,535670,8.587376556462e-05,"train_test"
1196,"toasted almonds",46,535670,8.587376556462e-05,"train_test"
1197,"whipped topping",46,535670,8.587376556462e-05,"train_test"
1198,"tarragon",46,535670,8.587376556462e-05,"train_test"
1199,"yellow mustard seeds",46,535670,8.587376556462e-05,"train_test"
1200,"white chocolate",46,535670,8.587376556462e-05,"train_test"
1201,"dried black beans",46,535670,8.587376556462e-05,"train_test"
1202,"phyllo pastry",46,535670,8.587376556462e-05,"train_test"
1203,"crumbled blue cheese",45,535670,8.40069445740848e-05,"train_test"
1204,"shell-on shrimp",45,535670,8.40069445740848e-05,"train_test"
1205,"plantains",45,535670,8.40069445740848e-05,"train_test"
1206,"meat bones",45,535670,8.40069445740848e-05,"train_test"
1207,"soft fresh goat cheese",45,535670,8.40069445740848e-05,"train_test"
1208,"chicken cutlets",45,535670,8.40069445740848e-05,"train_test"
1209,"asafoetida powder",45,535670,8.40069445740848e-05,"train_test"
1210,"pepper sauce",45,535670,8.40069445740848e-05,"train_test"
1211,"Madras curry powder",45,535670,8.40069445740848e-05,"train_test"
1212,"apricots",45,535670,8.40069445740848e-05,"train_test"
1213,"base",45,535670,8.40069445740848e-05,"train_test"
1214,"oyster mushrooms",45,535670,8.40069445740848e-05,"train_test"
1215,"self-rising cornmeal",45,535670,8.40069445740848e-05,"train_test"
1216,"canola",45,535670,8.40069445740848e-05,"train_test"
1217,"hellmann' or best food real mayonnais",45,535670,8.40069445740848e-05,"train_test"
1218,"sliced cucumber",45,535670,8.40069445740848e-05,"train_test"
1219,"fresh blueberries",45,535670,8.40069445740848e-05,"train_test"
1220,"mung beans",45,535670,8.40069445740848e-05,"train_test"
1221,"chop fine pecan",45,535670,8.40069445740848e-05,"train_test"
1222,"food colouring",44,535670,8.21401235835496e-05,"train_test"
1223,"boneless chop pork",44,535670,8.21401235835496e-05,"train_test"
1224,"chile sauce",44,535670,8.21401235835496e-05,"train_test"
1225,"safflower oil",44,535670,8.21401235835496e-05,"train_test"
1226,"corned beef",44,535670,8.21401235835496e-05,"train_test"
1227,"orange peel",44,535670,8.21401235835496e-05,"train_test"
1228,"refrigerated pizza dough",44,535670,8.21401235835496e-05,"train_test"
1229,"fermented black beans",44,535670,8.21401235835496e-05,"train_test"
1230,"instant rice",44,535670,8.21401235835496e-05,"train_test"
1231,"minced pork",44,535670,8.21401235835496e-05,"train_test"
1232,"macaroni",44,535670,8.21401235835496e-05,"train_test"
1233,"ground turkey breast",44,535670,8.21401235835496e-05,"train_test"
1234,"pitted green olives",44,535670,8.21401235835496e-05,"train_test"
1235,"pepperoni slices",44,535670,8.21401235835496e-05,"train_test"
1236,"American cheese",44,535670,8.21401235835496e-05,"train_test"
1237,"cod",43,535670,8.02733025930144e-05,"train_test"
1238,"orzo pasta",43,535670,8.02733025930144e-05,"train_test"
1239,"dri leav thyme",43,535670,8.02733025930144e-05,"train_test"
1240,"salted roast peanuts",43,535670,8.02733025930144e-05,"train_test"
1241,"brussels sprouts",43,535670,8.02733025930144e-05,"train_test"
1242,"lemon pepper",43,535670,8.02733025930144e-05,"train_test"
1243,"ground thyme",43,535670,8.02733025930144e-05,"train_test"
1244,"boneless chicken breast halves",43,535670,8.02733025930144e-05,"train_test"
1245,"coffee granules",43,535670,8.02733025930144e-05,"train_test"
1246,"rolled oats",43,535670,8.02733025930144e-05,"train_test"
1247,"won ton wrappers",43,535670,8.02733025930144e-05,"train_test"
1248,"hot chili sauce",43,535670,8.02733025930144e-05,"train_test"
1249,"papaya",43,535670,8.02733025930144e-05,"train_test"
1250,"squash",43,535670,8.02733025930144e-05,"train_test"
1251,"starch",43,535670,8.02733025930144e-05,"train_test"
1252,"rotelle",43,535670,8.02733025930144e-05,"train_test"
1253,"shredded pepper jack cheese",43,535670,8.02733025930144e-05,"train_test"
1254,"oxtails",43,535670,8.02733025930144e-05,"train_test"
1255,"mixed spice",42,535670,7.84064816024791e-05,"train_test"
1256,"bean threads",42,535670,7.84064816024791e-05,"train_test"
1257,"rice cakes",42,535670,7.84064816024791e-05,"train_test"
1258,"coconut sugar",42,535670,7.84064816024791e-05,"train_test"
1259,"wheat flour",42,535670,7.84064816024791e-05,"train_test"
1260,"golden delicious apples",42,535670,7.84064816024791e-05,"train_test"
1261,"figs",42,535670,7.84064816024791e-05,"train_test"
1262,"light cream cheese",42,535670,7.84064816024791e-05,"train_test"
1263,"green leaf lettuce",42,535670,7.84064816024791e-05,"train_test"
1264,"nonfat ricotta cheese",42,535670,7.84064816024791e-05,"train_test"
1265,"baby lima beans",42,535670,7.84064816024791e-05,"train_test"
1266,"boneless, skinless chicken breast",42,535670,7.84064816024791e-05,"train_test"
1267,"pimento stuffed green olives",42,535670,7.84064816024791e-05,"train_test"
1268,"cocktail cherries",42,535670,7.84064816024791e-05,"train_test"
1269,"crema mexican",42,535670,7.84064816024791e-05,"train_test"
1270,"crab",42,535670,7.84064816024791e-05,"train_test"
1271,"cardamom seeds",42,535670,7.84064816024791e-05,"train_test"
1272,"spaghetti squash",42,535670,7.84064816024791e-05,"train_test"
1273,"dried mint flakes",41,535670,7.65396606119439e-05,"train_test"
1274,"filet",41,535670,7.65396606119439e-05,"train_test"
1275,"mexican chorizo",41,535670,7.65396606119439e-05,"train_test"
1276,"beef shank",41,535670,7.65396606119439e-05,"train_test"
1277,"crumbled gorgonzola",41,535670,7.65396606119439e-05,"train_test"
1278,"peeled shrimp",41,535670,7.65396606119439e-05,"train_test"
1279,"mexican chocolate",41,535670,7.65396606119439e-05,"train_test"
1280,"extra lean ground beef",41,535670,7.65396606119439e-05,"train_test"
1281,"nuts",41,535670,7.65396606119439e-05,"train_test"
1282,"bay scallops",41,535670,7.65396606119439e-05,"train_test"
1283,"whitefish",41,535670,7.65396606119439e-05,"train_test"
1284,"dumpling wrappers",41,535670,7.65396606119439e-05,"train_test"
1285,"chayotes",41,535670,7.65396606119439e-05,"train_test"
1286,"chinese chives",40,535670,7.46728396214087e-05,"train_test"
1287,"pearl barley",40,535670,7.46728396214087e-05,"train_test"
1288,"graham cracker crumbs",40,535670,7.46728396214087e-05,"train_test"
1289,"dried dillweed",40,535670,7.46728396214087e-05,"train_test"
1290,"boneless skinless chicken",40,535670,7.46728396214087e-05,"train_test"
1291,"chunky peanut butter",40,535670,7.46728396214087e-05,"train_test"
1292,"soba",40,535670,7.46728396214087e-05,"train_test"
1293,"poblano chilies",40,535670,7.46728396214087e-05,"train_test"
1294,"gram flour",40,535670,7.46728396214087e-05,"train_test"
1295,"sauerkraut",40,535670,7.46728396214087e-05,"train_test"
1296,"diced tomatoes in juice",40,535670,7.46728396214087e-05,"train_test"
1297,"dried pinto beans",40,535670,7.46728396214087e-05,"train_test"
1298,"cornichons",40,535670,7.46728396214087e-05,"train_test"
1299,"shredded reduced fat cheddar cheese",40,535670,7.46728396214087e-05,"train_test"
1300,"key lime juice",40,535670,7.46728396214087e-05,"train_test"
1301,"sweet rice flour",40,535670,7.46728396214087e-05,"train_test"
1302,"heirloom tomatoes",40,535670,7.46728396214087e-05,"train_test"
1303,"sea bass fillets",40,535670,7.46728396214087e-05,"train_test"
1304,"fronds",40,535670,7.46728396214087e-05,"train_test"
1305,"reduced fat cheddar cheese",40,535670,7.46728396214087e-05,"train_test"
1306,"chile paste with garlic",40,535670,7.46728396214087e-05,"train_test"
1307,"chestnuts",39,535670,7.28060186308735e-05,"train_test"
1308,"black bean sauce",39,535670,7.28060186308735e-05,"train_test"
1309,"pork ribs",39,535670,7.28060186308735e-05,"train_test"
1310,"turnip greens",39,535670,7.28060186308735e-05,"train_test"
1311,"whiskey",39,535670,7.28060186308735e-05,"train_test"
1312,"straw mushrooms",39,535670,7.28060186308735e-05,"train_test"
1313,"fresh red chili",39,535670,7.28060186308735e-05,"train_test"
1314,"Italian seasoned breadcrumbs",39,535670,7.28060186308735e-05,"train_test"
1315,"extra large eggs",39,535670,7.28060186308735e-05,"train_test"
1316,"corn chips",39,535670,7.28060186308735e-05,"train_test"
1317,"fettuccine pasta",39,535670,7.28060186308735e-05,"train_test"
1318,"waxy potatoes",39,535670,7.28060186308735e-05,"train_test"
1319,"Grand Marnier",39,535670,7.28060186308735e-05,"train_test"
1320,"white peppercorns",39,535670,7.28060186308735e-05,"train_test"
1321,"coffee liqueur",39,535670,7.28060186308735e-05,"train_test"
1322,"soup",39,535670,7.28060186308735e-05,"train_test"
1323,"liquid smoke",39,535670,7.28060186308735e-05,"train_test"
1324,"green enchilada sauce",39,535670,7.28060186308735e-05,"train_test"
1325,"chicken breast tenders",39,535670,7.28060186308735e-05,"train_test"
1326,"Irish whiskey",39,535670,7.28060186308735e-05,"train_test"
1327,"mandarin oranges",38,535670,7.09391976403383e-05,"train_test"
1328,"minced beef",38,535670,7.09391976403383e-05,"train_test"
1329,"Madeira",38,535670,7.09391976403383e-05,"train_test"
1330,"moong dal",38,535670,7.09391976403383e-05,"train_test"
1331,"fontina",38,535670,7.09391976403383e-05,"train_test"
1332,"serrano",38,535670,7.09391976403383e-05,"train_test"
1333,"ziti",38,535670,7.09391976403383e-05,"train_test"
1334,"brown lentils",38,535670,7.09391976403383e-05,"train_test"
1335,"pasilla chiles",38,535670,7.09391976403383e-05,"train_test"
1336,"roasted sesame seeds",38,535670,7.09391976403383e-05,"train_test"
1337,"loosely packed fresh basil leaves",38,535670,7.09391976403383e-05,"train_test"
1338,"pie shell",38,535670,7.09391976403383e-05,"train_test"
1339,"spanish paprika",38,535670,7.09391976403383e-05,"train_test"
1340,"prepar salsa",38,535670,7.09391976403383e-05,"train_test"
1341,"cooked bacon",38,535670,7.09391976403383e-05,"train_test"
1342,"habanero pepper",38,535670,7.09391976403383e-05,"train_test"
1343,"dumplings",38,535670,7.09391976403383e-05,"train_test"
1344,"smoked bacon",38,535670,7.09391976403383e-05,"train_test"
1345,"lima beans",38,535670,7.09391976403383e-05,"train_test"
1346,"syrup",38,535670,7.09391976403383e-05,"train_test"
1347,"beef bouillon",38,535670,7.09391976403383e-05,"train_test"
1348,"breakfast sausages",37,535670,6.90723766498031e-05,"train_test"
1349,"sticky rice",37,535670,6.90723766498031e-05,"train_test"
1350,"mustard oil",37,535670,6.90723766498031e-05,"train_test"
1351,"store bought low sodium chicken stock",37,535670,6.90723766498031e-05,"train_test"
1352,"raw cashews",37,535670,6.90723766498031e-05,"train_test"
1353,"baked tortilla chips",37,535670,6.90723766498031e-05,"train_test"
1354,"veal",37,535670,6.90723766498031e-05,"train_test"
1355,"beef stock cubes",37,535670,6.90723766498031e-05,"train_test"
1356,"gluten",37,535670,6.90723766498031e-05,"train_test"
1357,"flatbread",37,535670,6.90723766498031e-05,"train_test"
1358,"turkey breast",37,535670,6.90723766498031e-05,"train_test"
1359,"powdered milk",37,535670,6.90723766498031e-05,"train_test"
1360,"white flour",37,535670,6.90723766498031e-05,"train_test"
1361,"chili bean paste",37,535670,6.90723766498031e-05,"train_test"
1362,"basil dried leaves",37,535670,6.90723766498031e-05,"train_test"
1363,"red miso",36,535670,6.72055556592678e-05,"train_test"
1364,"round steaks",36,535670,6.72055556592678e-05,"train_test"
1365,"masa",36,535670,6.72055556592678e-05,"train_test"
1366,"regular soy sauce",36,535670,6.72055556592678e-05,"train_test"
1367,"bone-in chicken breast halves",36,535670,6.72055556592678e-05,"train_test"
1368,"dried minced onion",36,535670,6.72055556592678e-05,"train_test"
1369,"golden syrup",36,535670,6.72055556592678e-05,"train_test"
1370,"champagne",36,535670,6.72055556592678e-05,"train_test"
1371,"pickle relish",36,535670,6.72055556592678e-05,"train_test"
1372,"top sirloin steak",36,535670,6.72055556592678e-05,"train_test"
1373,"pomegranate seeds",36,535670,6.72055556592678e-05,"train_test"
1374,"gorgonzola",36,535670,6.72055556592678e-05,"train_test"
1375,"cranberries",36,535670,6.72055556592678e-05,"train_test"
1376,"Velveeta",36,535670,6.72055556592678e-05,"train_test"
1377,"chow mein noodles",36,535670,6.72055556592678e-05,"train_test"
1378,"whole milk yoghurt",36,535670,6.72055556592678e-05,"train_test"
1379,"vanilla instant pudding",36,535670,6.72055556592678e-05,"train_test"
1380,"gochugaru",36,535670,6.72055556592678e-05,"train_test"
1381,"rice sticks",36,535670,6.72055556592678e-05,"train_test"
1382,"wheat",35,535670,6.53387346687326e-05,"train_test"
1383,"green papaya",35,535670,6.53387346687326e-05,"train_test"
1384,"serrano ham",35,535670,6.53387346687326e-05,"train_test"
1385,"pickled jalapenos",35,535670,6.53387346687326e-05,"train_test"
1386,"crab meat",35,535670,6.53387346687326e-05,"train_test"
1387,"wood ear mushrooms",35,535670,6.53387346687326e-05,"train_test"
1388,"Boston lettuce",35,535670,6.53387346687326e-05,"train_test"
1389,"ricotta salata",35,535670,6.53387346687326e-05,"train_test"
1390,"jam",35,535670,6.53387346687326e-05,"train_test"
1391,"fresh lime",35,535670,6.53387346687326e-05,"train_test"
1392,"genoa salami",35,535670,6.53387346687326e-05,"train_test"
1393,"apricot preserves",35,535670,6.53387346687326e-05,"train_test"
1394,"fat-free chicken broth",35,535670,6.53387346687326e-05,"train_test"
1395,"glutinous rice",35,535670,6.53387346687326e-05,"train_test"
1396,"fleur de sel",35,535670,6.53387346687326e-05,"train_test"
1397,"sweet soy sauce",35,535670,6.53387346687326e-05,"train_test"
1398,"fajita seasoning mix",35,535670,6.53387346687326e-05,"train_test"
1399,"wine vinegar",35,535670,6.53387346687326e-05,"train_test"
1400,"sirloin",34,535670,6.34719136781974e-05,"train_test"
1401,"toasted pecans",34,535670,6.34719136781974e-05,"train_test"
1402,"pork shoulder roast",34,535670,6.34719136781974e-05,"train_test"
1403,"Japanese soy sauce",34,535670,6.34719136781974e-05,"train_test"
1404,"wasabi",34,535670,6.34719136781974e-05,"train_test"
1405,"glutinous rice flour",34,535670,6.34719136781974e-05,"train_test"
1406,"cooked quinoa",34,535670,6.34719136781974e-05,"train_test"
1407,"short rib",34,535670,6.34719136781974e-05,"train_test"
1408,"candy",34,535670,6.34719136781974e-05,"train_test"
1409,"fine salt",34,535670,6.34719136781974e-05,"train_test"
1410,"rose water",34,535670,6.34719136781974e-05,"train_test"
1411,"stout",34,535670,6.34719136781974e-05,"train_test"
1412,"raw sugar",34,535670,6.34719136781974e-05,"train_test"
1413,"part-skim mozzarella",34,535670,6.34719136781974e-05,"train_test"
1414,"pasta shells",34,535670,6.34719136781974e-05,"train_test"
1415,"kielbasa",33,535670,6.16050926876622e-05,"train_test"
1416,"Mexican beer",33,535670,6.16050926876622e-05,"train_test"
1417,"fava beans",33,535670,6.16050926876622e-05,"train_test"
1418,"smoked gouda",33,535670,6.16050926876622e-05,"train_test"
1419,"olive oil cooking spray",33,535670,6.16050926876622e-05,"train_test"
1420,"Guinness Beer",33,535670,6.16050926876622e-05,"train_test"
1421,"veggies",33,535670,6.16050926876622e-05,"train_test"
1422,"lean ground turkey",33,535670,6.16050926876622e-05,"train_test"
1423,"tilapia",33,535670,6.16050926876622e-05,"train_test"
1424,"bread dough",33,535670,6.16050926876622e-05,"train_test"
1425,"msg",33,535670,6.16050926876622e-05,"train_test"
1426,"sesame",33,535670,6.16050926876622e-05,"train_test"
1427,"pie dough",33,535670,6.16050926876622e-05,"train_test"
1428,"whole wheat spaghetti",33,535670,6.16050926876622e-05,"train_test"
1429,"pork spareribs",33,535670,6.16050926876622e-05,"train_test"
1430,"medium shrimp uncook",33,535670,6.16050926876622e-05,"train_test"
1431,"hot chili powder",33,535670,6.16050926876622e-05,"train_test"
1432,"ground mustard",33,535670,6.16050926876622e-05,"train_test"
1433,"milk chocolate",33,535670,6.16050926876622e-05,"train_test"
1434,"cookies",33,535670,6.16050926876622e-05,"train_test"
1435,"lasagna noodles, cooked and drained",33,535670,6.16050926876622e-05,"train_test"
1436,"pork shoulder boston butt",33,535670,6.16050926876622e-05,"train_test"
1437,"soy milk",33,535670,6.16050926876622e-05,"train_test"
1438,"reduced fat monterey jack cheese",33,535670,6.16050926876622e-05,"train_test"
1439,"tasso",33,535670,6.16050926876622e-05,"train_test"
1440,"shucked oysters",33,535670,6.16050926876622e-05,"train_test"
1441,"full fat coconut milk",33,535670,6.16050926876622e-05,"train_test"
1442,"pistachio nuts",32,535670,5.9738271697127e-05,"train_test"
1443,"top round steak",32,535670,5.9738271697127e-05,"train_test"
1444,"candied orange peel",32,535670,5.9738271697127e-05,"train_test"
1445,"unsalted cashews",32,535670,5.9738271697127e-05,"train_test"
1446,"crust",32,535670,5.9738271697127e-05,"train_test"
1447,"champagne vinegar",32,535670,5.9738271697127e-05,"train_test"
1448,"dried fig",32,535670,5.9738271697127e-05,"train_test"
1449,"apricot halves",32,535670,5.9738271697127e-05,"train_test"
1450,"stewing beef",32,535670,5.9738271697127e-05,"train_test"
1451,"nonfat greek yogurt",32,535670,5.9738271697127e-05,"train_test"
1452,"whole allspice",32,535670,5.9738271697127e-05,"train_test"
1453,"whole wheat pastry flour",32,535670,5.9738271697127e-05,"train_test"
1454,"spaghettini",32,535670,5.9738271697127e-05,"train_test"
1455,"boneless chuck roast",32,535670,5.9738271697127e-05,"train_test"
1456,"shredded extra sharp cheddar cheese",32,535670,5.9738271697127e-05,"train_test"
1457,"veal shanks",32,535670,5.9738271697127e-05,"train_test"
1458,"five-spice powder",32,535670,5.9738271697127e-05,"train_test"
1459,"bacon grease",32,535670,5.9738271697127e-05,"train_test"
1460,"beef tenderloin steaks",32,535670,5.9738271697127e-05,"train_test"
1461,"medium dry sherry",32,535670,5.9738271697127e-05,"train_test"
1462,"red leaf lettuce",32,535670,5.9738271697127e-05,"train_test"
1463,"sliced tomatoes",32,535670,5.9738271697127e-05,"train_test"
1464,"dried guajillo chiles",32,535670,5.9738271697127e-05,"train_test"
1465,"pure maple syrup",32,535670,5.9738271697127e-05,"train_test"
1466,"lo mein noodles",31,535670,5.78714507065917e-05,"train_test"
1467,"pepitas",31,535670,5.78714507065917e-05,"train_test"
1468,"kiwi",31,535670,5.78714507065917e-05,"train_test"
1469,"rhubarb",31,535670,5.78714507065917e-05,"train_test"
1470,"jeera",31,535670,5.78714507065917e-05,"train_test"
1471,"fresh lemon",31,535670,5.78714507065917e-05,"train_test"
1472,"pesto sauce",31,535670,5.78714507065917e-05,"train_test"
1473,"white corn tortillas",31,535670,5.78714507065917e-05,"train_test"
1474,"amaretto",31,535670,5.78714507065917e-05,"train_test"
1475,"nutritional yeast",31,535670,5.78714507065917e-05,"train_test"
1476,"jack",31,535670,5.78714507065917e-05,"train_test"
1477,"bbq sauce",31,535670,5.78714507065917e-05,"train_test"
1478,"slaw",31,535670,5.78714507065917e-05,"train_test"
1479,"bibb lettuce",31,535670,5.78714507065917e-05,"train_test"
1480,"pastry shell",31,535670,5.78714507065917e-05,"train_test"
1481,"canned chicken broth",31,535670,5.78714507065917e-05,"train_test"
1482,"bulgur",31,535670,5.78714507065917e-05,"train_test"
1483,"lemon extract",31,535670,5.78714507065917e-05,"train_test"
1484,"pumpkin pie spice",31,535670,5.78714507065917e-05,"train_test"
1485,"kirby cucumbers",31,535670,5.78714507065917e-05,"train_test"
1486,"low sodium vegetable broth",31,535670,5.78714507065917e-05,"train_test"
1487,"dijon style mustard",31,535670,5.78714507065917e-05,"train_test"
1488,"almond milk",31,535670,5.78714507065917e-05,"train_test"
1489,"yellow split peas",31,535670,5.78714507065917e-05,"train_test"
1490,"peach slices",31,535670,5.78714507065917e-05,"train_test"
1491,"coconut flakes",31,535670,5.78714507065917e-05,"train_test"
1492,"pimento stuffed olives",31,535670,5.78714507065917e-05,"train_test"
1493,"passata",30,535670,5.60046297160565e-05,"train_test"
1494,"okra pods",30,535670,5.60046297160565e-05,"train_test"
1495,"chipotle",30,535670,5.60046297160565e-05,"train_test"
1496,"chinese noodles",30,535670,5.60046297160565e-05,"train_test"
1497,"Nicoise olives",30,535670,5.60046297160565e-05,"train_test"
1498,"pork baby back ribs",30,535670,5.60046297160565e-05,"train_test"
1499,"green tea",30,535670,5.60046297160565e-05,"train_test"
1500,"rotel tomatoes",30,535670,5.60046297160565e-05,"train_test"
1501,"ground tumeric",30,535670,5.60046297160565e-05,"train_test"
1502,"cantaloupe",30,535670,5.60046297160565e-05,"train_test"
1503,"wasabi powder",30,535670,5.60046297160565e-05,"train_test"
1504,"butter beans",30,535670,5.60046297160565e-05,"train_test"
1505,"chinese sausage",30,535670,5.60046297160565e-05,"train_test"
1506,"nigella seeds",30,535670,5.60046297160565e-05,"train_test"
1507,"juniper berries",30,535670,5.60046297160565e-05,"train_test"
1508,"garlic chives",30,535670,5.60046297160565e-05,"train_test"
1509,"cilantro root",30,535670,5.60046297160565e-05,"train_test"
1510,"bawang goreng",30,535670,5.60046297160565e-05,"train_test"
1511,"tuna packed in olive oil",30,535670,5.60046297160565e-05,"train_test"
1512,"halibut",30,535670,5.60046297160565e-05,"train_test"
1513,"chopped bell pepper",30,535670,5.60046297160565e-05,"train_test"
1514,"flavoring",30,535670,5.60046297160565e-05,"train_test"
1515,"chilli paste",30,535670,5.60046297160565e-05,"train_test"
1516,"peanut sauce",29,535670,5.41378087255213e-05,"train_test"
1517,"navy beans",29,535670,5.41378087255213e-05,"train_test"
1518,"fresh bay leaves",29,535670,5.41378087255213e-05,"train_test"
1519,"tostada shells",29,535670,5.41378087255213e-05,"train_test"
1520,"cheese ravioli",29,535670,5.41378087255213e-05,"train_test"
1521,"nectarines",29,535670,5.41378087255213e-05,"train_test"
1522,"chili beans",29,535670,5.41378087255213e-05,"train_test"
1523,"lamb stew meat",29,535670,5.41378087255213e-05,"train_test"
1524,"tiger prawn",29,535670,5.41378087255213e-05,"train_test"
1525,"and fat free half half",29,535670,5.41378087255213e-05,"train_test"
1526,"olive oil spray",29,535670,5.41378087255213e-05,"train_test"
1527,"pastry dough",29,535670,5.41378087255213e-05,"train_test"
1528,"ponzu",29,535670,5.41378087255213e-05,"train_test"
1529,"bacon fat",29,535670,5.41378087255213e-05,"train_test"
1530,"beefsteak tomatoes",29,535670,5.41378087255213e-05,"train_test"
1531,"italian tomatoes",29,535670,5.41378087255213e-05,"train_test"
1532,"whole grain dijon mustard",29,535670,5.41378087255213e-05,"train_test"
1533,"roast",29,535670,5.41378087255213e-05,"train_test"
1534,"clear honey",29,535670,5.41378087255213e-05,"train_test"
1535,"almond paste",29,535670,5.41378087255213e-05,"train_test"
1536,"corn mix muffin",29,535670,5.41378087255213e-05,"train_test"
1537,"large flour tortillas",29,535670,5.41378087255213e-05,"train_test"
1538,"mutton",29,535670,5.41378087255213e-05,"train_test"
1539,"blue cheese",29,535670,5.41378087255213e-05,"train_test"
1540,"tomato basil sauce",29,535670,5.41378087255213e-05,"train_test"
1541,"white button mushrooms",29,535670,5.41378087255213e-05,"train_test"
1542,"shrimp stock",29,535670,5.41378087255213e-05,"train_test"
1543,"spicy brown mustard",28,535670,5.22709877349861e-05,"train_test"
1544,"low sodium beef broth",28,535670,5.22709877349861e-05,"train_test"
1545,"chicken leg quarters",28,535670,5.22709877349861e-05,"train_test"
1546,"veal cutlets",28,535670,5.22709877349861e-05,"train_test"
1547,"caramel sauce",28,535670,5.22709877349861e-05,"train_test"
1548,"canned beef broth",28,535670,5.22709877349861e-05,"train_test"
1549,"fat-free mayonnaise",28,535670,5.22709877349861e-05,"train_test"
1550,"roasted garlic",28,535670,5.22709877349861e-05,"train_test"
1551,"sliced ham",28,535670,5.22709877349861e-05,"train_test"
1552,"soft goat's cheese",28,535670,5.22709877349861e-05,"train_test"
1553,"toasted walnuts",28,535670,5.22709877349861e-05,"train_test"
1554,"cornbread",28,535670,5.22709877349861e-05,"train_test"
1555,"yardlong beans",28,535670,5.22709877349861e-05,"train_test"
1556,"sliced shallots",28,535670,5.22709877349861e-05,"train_test"
1557,"hungarian paprika",28,535670,5.22709877349861e-05,"train_test"
1558,"shoyu",28,535670,5.22709877349861e-05,"train_test"
1559,"mexicorn",28,535670,5.22709877349861e-05,"train_test"
1560,"seedless red grapes",28,535670,5.22709877349861e-05,"train_test"
1561,"long grain brown rice",28,535670,5.22709877349861e-05,"train_test"
1562,"bulk italian sausag",28,535670,5.22709877349861e-05,"train_test"
1563,"nopales",28,535670,5.22709877349861e-05,"train_test"
1564,"butter-margarine blend",28,535670,5.22709877349861e-05,"train_test"
1565,"red snapper",28,535670,5.22709877349861e-05,"train_test"
1566,"nonfat yogurt plain",28,535670,5.22709877349861e-05,"train_test"
1567,"broccolini",27,535670,5.04041667444509e-05,"train_test"
1568,"coleslaw",27,535670,5.04041667444509e-05,"train_test"
1569,"cane sugar",27,535670,5.04041667444509e-05,"train_test"
1570,"colby cheese",27,535670,5.04041667444509e-05,"train_test"
1571,"refrigerated crescent rolls",27,535670,5.04041667444509e-05,"train_test"
1572,"kale leaves",27,535670,5.04041667444509e-05,"train_test"
